HUC_ID,Test MSE,Test KGE,Ephemeral,Predominant_Snow,color_snow_type
170103020101,0.0020728931995108004,0.8937452607553613,0.0,Montane Forest,orange
170103020102,0.001534721115604,0.9366536654320197,0.0,Montane Forest,orange
170103020103,0.00217215402517465,0.9105589246810152,0.0,Montane Forest,orange
170103020201,0.0032486827112734,0.8433413852289058,0.0,Montane Forest,orange
170103020202,0.0012109453091397001,0.8531086506701606,12.0,Montane Forest,orange
170103020301,0.0008489639149047,0.9108873827279522,0.0,Montane Forest,orange
170103020302,0.00310563831590115,0.9152971131410705,17.0,Montane Forest,orange
170103020303,0.00059084992972195,0.9004348637022819,22.0,Montane Forest,orange
170103040101,0.0125574134290218,0.7421685325377791,0.0,Montane Forest,orange
170103040102,0.0027839506510645,0.95503383319921,0.0,Montane Forest,orange
170103040103,0.0019009083043783,0.9394590215240962,0.0,Montane Forest,orange
170103040104,0.0016882515046745,0.9718320274795808,0.0,Montane Forest,orange
170103040105,0.0026308654341846,0.9322784633398984,0.0,Montane Forest,orange
170103040201,0.0033719034399837,0.8878195066433789,0.0,Montane Forest,orange
170103040202,0.0015203785151243,0.9419613772991926,0.0,Montane Forest,orange
170103040203,0.0036981224548071,0.8349549580062328,0.0,Montane Forest,orange
170103040301,0.0027601174078881,0.8948561138112544,0.0,Montane Forest,orange
170103040302,0.0019415772985666,0.7783622482366889,0.0,Montane Forest,orange
170103040303,0.0013910034904256,0.9202099059313432,0.0,Montane Forest,orange
170103040304,0.0027574079576879,0.864968555056523,0.0,Montane Forest,orange
170103040305,0.001306522055529,0.942083644168099,0.0,Montane Forest,orange
170103040306,0.0011634223628789,0.943697256889172,0.0,Montane Forest,orange
170103040307,0.0013772890670225,0.8353823573702261,0.0,Montane Forest,orange
170103040308,0.0007385756471194,0.9473409685730544,0.0,Montane Forest,orange
170103040401,0.0046295458450913,0.6833928122354422,0.0,Montane Forest,orange
170103040402,0.0015431982465088,0.8988684248445789,0.0,Montane Forest,orange
170103040501,0.0038811536505818,0.9581777594219408,0.0,Montane Forest,orange
170103040502,0.0021165888756513,0.916540897291267,0.0,Montane Forest,orange
170103040503,0.0025727248284965,0.8531514911328422,0.0,Montane Forest,orange
170103040504,0.0012142984196543,0.9489312190248022,0.0,Montane Forest,orange
170103040505,0.0038997938390821,0.8360024262667393,17.0,Montane Forest,orange
170103040601,0.001391481491737,0.7297861018936129,0.0,Montane Forest,orange
170103040602,0.0025890683755278,0.8231807901895999,11.0,Montane Forest,orange
170103040603,0.0005879686796106,0.8389938211512358,29.0,Montane Forest,orange
170103040604,0.0015510059893131,0.8388685063838888,0.0,Montane Forest,orange
170103040605,0.0003397866385057,0.8573058829697375,57.0,Ephemeral,blue
170103040606,0.0011081612901762,0.8896654840067697,25.0,Montane Forest,orange
170103040607,0.0006870485958643,0.7413215489599763,0.0,Prairie,white
170103040608,0.0011701189214363,0.7413789215893483,50.0,Ephemeral,blue
170103040609,0.0006418728153221,0.8263629525701218,57.0,Ephemeral,blue
170103040701,0.0026265366468578,0.9482179065732076,0.0,Montane Forest,orange
170103040702,0.0018666671821847,0.9393524578453232,33.0,Montane Forest,orange
170103040703,0.0020592908840626,0.8432494247738241,17.0,Montane Forest,orange
170103040801,0.001804557046853,0.8796611875635556,14.0,Montane Forest,orange
170103040802,0.0012316906359046,0.8827009406665777,56.0,Ephemeral,blue
170103040803,0.0009859182173386,0.918758064049744,33.0,Montane Forest,orange
170103040804,0.0014981634449213,0.9124139405401136,0.0,Montane Forest,orange
170103040805,0.0009714274201542,0.8578474941089747,71.0,Ephemeral,blue
170103040901,0.0014985494781285,0.92850090603674,25.0,Montane Forest,orange
170103040902,0.0004842596244998,0.853576144175484,100.0,Ephemeral,blue
170103040903,0.0004493997839745,0.6678489904503297,80.0,Ephemeral,blue
170103041001,0.0004196330555714,0.9246885936446556,75.0,Ephemeral,blue
170103041002,0.0004221407289151,0.869659912520405,80.0,Ephemeral,blue
170103041003,0.0003631578001659,0.8386021068276869,80.0,Ephemeral,blue
170103041004,0.0010681105777621,0.6219096233475148,75.0,Ephemeral,blue
170103041005,0.0011663644108921,0.0336773125717436,100.0,Ephemeral,blue
170103041101,0.0004460017953533,0.8726785648507845,50.0,Ephemeral,blue
170103041102,0.0002392995811533,0.7487615158263077,67.0,Ephemeral,blue
170103041103,0.0001592085609445,0.5337982292084049,100.0,Ephemeral,blue
170103041104,0.0002231996331829,0.4594292310815844,91.0,Ephemeral,blue
170200090101,0.0127866230905056,0.9014619556310186,0.0,Maritime,yellow
170200090102,0.0106033291667699,0.9613746626850608,0.0,Maritime,yellow
170200090103,0.0044145160354673,0.9675456125221064,0.0,Maritime,yellow
170200090104,0.0139843709766864,0.8652567016381896,0.0,Maritime,yellow
170200090105,0.0136032020673155,0.9446296274858044,0.0,Maritime,yellow
170200090106,0.009523095563054,0.9422988210415534,0.0,Maritime,yellow
170200090107,0.0108814556151628,0.8533113117805454,0.0,Maritime,yellow
170200090108,0.0101708266884088,0.8231939410746678,0.0,Maritime,yellow
170200090109,0.005206624045968,0.915584659909382,0.0,Maritime,yellow
170200090110,0.0047335322014987,0.8582325270632203,33.0,Maritime,yellow
170200090111,0.0280259773135185,0.815229857146355,0.0,Maritime,yellow
170200090112,0.0104419076815247,0.8370501005989945,0.0,Maritime,yellow
170200090113,0.0263419169932603,0.8201696353408979,0.0,Maritime,yellow
170200090114,0.0026938724331557,0.8575187697660023,17.0,Maritime,yellow
170200090201,0.0055401097051799,0.9008119125450404,40.0,Maritime,yellow
170200090202,0.0090671265497803,0.8926136215271203,0.0,Maritime,yellow
170200090203,0.0131857618689537,0.8384677869594732,0.0,Maritime,yellow
170200090204,0.0070661157369613,0.9216461440808844,17.0,Maritime,yellow
170200090205,0.0130850495770573,0.7997173107148148,0.0,Boreal Forest,white
170200090206,0.0016444969223812,0.9117995481795536,50.0,Ephemeral,blue
170200090207,0.0016438233433291,0.8515817184681083,56.0,Ephemeral,blue
170200090208,0.0051843067631125,0.8601789468070562,0.0,Montane Forest,orange
170200090209,0.0042770919390022,0.9485516017944734,25.0,Montane Forest,orange
170200090210,0.0012360273394733,0.8791982782085415,67.0,Ephemeral,blue
170200090301,0.0015965579077601,0.8723029274328651,12.0,Montane Forest,orange
170200090302,0.0005462166154757,0.8942534516820285,27.0,Montane Forest,orange
170200090303,6.393351941369474e-05,0.9084948669127894,50.0,Ephemeral,blue
170200090304,0.0004365798085927,0.91917596677308,40.0,Montane Forest,orange
170200090305,6.747635779902339e-05,0.8893379103586885,83.0,Ephemeral,blue
170200100101,0.0069275433197617,0.7863261714212415,0.0,Montane Forest,orange
170200100102,0.0022679262328892,0.8502156727854464,0.0,Montane Forest,orange
170200100103,0.0008256964501924,0.8518991988658675,20.0,Montane Forest,orange
170200100201,0.0205050613731145,0.9027821143802894,0.0,Maritime,yellow
170200100202,0.0105706686154007,0.8340177485982911,0.0,Maritime,yellow
170200100203,0.0067827552556991,0.9525196795826124,0.0,Maritime,yellow
170200100204,0.003518178127706,0.8716369402812774,10.0,Montane Forest,orange
170200100205,0.0011251624673604,0.8160979521607148,33.0,Montane Forest,orange
170200100206,0.0003653051971923,0.7272538862199154,25.0,Prairie,white
170200100207,0.0004705378669314,0.9532961467972306,43.0,Ephemeral,blue
170200100208,0.0032062497921288,0.6459321714210056,20.0,Montane Forest,orange
170200100209,0.0001800475438358,0.8761005219996787,67.0,Ephemeral,blue
170200100301,0.0002109995111823,0.8019035532992866,60.0,Ephemeral,blue
170200100302,0.0001304547331528,0.5301196443819685,88.0,Ephemeral,blue
170200100303,6.784268043702468e-05,0.8707547599321389,88.0,Ephemeral,blue
170200100304,0.0001389381068293,0.6549525867551083,0.0,Prairie,white
170200100305,0.0006294972845353,0.8566772569488896,20.0,Montane Forest,orange
170200100306,5.372368468670175e-05,0.8967106440745606,83.0,Ephemeral,blue
170200100307,7.857338641770184e-05,0.6013237216993257,80.0,Ephemeral,blue
170200100308,5.282821803120896e-05,0.9053826724939578,89.0,Ephemeral,blue
170200100309,0.0001880048657767,0.95473279193885,40.0,Montane Forest,orange
170200100310,0.0004517698253039,0.8682608698900999,33.0,Montane Forest,orange
170200100311,0.0001053064261213,0.5433069515027127,0.0,Prairie,white
170200100312,0.0001074087631423,0.7095175403732511,20.0,Prairie,white
170200100313,2.8141348593635485e-05,0.7422324003886407,88.0,Ephemeral,blue
170200100401,3.5295426641823724e-05,0.7552135486688809,100.0,Ephemeral,blue
170200100402,0.0001236447424162,0.9628244453974296,17.0,Montane Forest,orange
170200100403,0.0002258219465147,0.6930970637469737,50.0,Ephemeral,blue
170200100404,5.11471189383883e-05,0.8068259888839991,90.0,Ephemeral,blue
170200100405,3.3140022424049675e-05,0.7709819656610258,100.0,Ephemeral,blue
170200100406,0.0001265994505956,0.935062915358942,50.0,Ephemeral,blue
170200100407,7.26224752725102e-05,0.5762302835124029,57.0,Ephemeral,blue
170200100408,1.668612276262138e-05,0.8399955984700532,89.0,Ephemeral,blue
170200100409,1.958313623617869e-05,0.5672898832958706,71.0,Ephemeral,blue
170200100501,2.247166048618965e-05,0.8908511250023878,75.0,Ephemeral,blue
170200100502,1.8306800484424457e-05,0.4053353949985684,100.0,Ephemeral,blue
170200100503,4.668462861445733e-05,0.0449863541669659,100.0,Ephemeral,blue
170200100504,3.4795692045008764e-05,0.1249892142650752,100.0,Ephemeral,blue
170200100505,1.714999416435603e-05,0.7835774332736519,92.0,Ephemeral,blue
170200100506,2.122635669365991e-05,0.3501138613913171,100.0,Ephemeral,blue
170200100507,1.2115628123865465e-05,0.1684335623311315,100.0,Ephemeral,blue
170200110101,0.0116448458284139,0.9287808612032172,0.0,Maritime,yellow
170200110102,0.0099250031635165,0.9276887439201236,0.0,Maritime,yellow
170200110103,0.0122067909687757,0.9077900513437988,0.0,Maritime,yellow
170200110104,0.0119884414598345,0.897181643881721,0.0,Maritime,yellow
170200110105,0.0050813583657145,0.8952636975102173,40.0,Maritime,yellow
170200110106,0.0125752510502934,0.9434489115139074,0.0,Maritime,yellow
170200110107,0.0123275220394134,0.9110534856219502,0.0,Maritime,yellow
170200110108,0.0118636190891265,0.7531259596458739,0.0,Maritime,yellow
170200110109,0.0149176651611924,0.9134869141868092,0.0,Maritime,yellow
170200110110,0.0046281367540359,0.7724544163168181,0.0,Maritime,yellow
170200110111,0.0028325589373707,0.7297875355411736,40.0,Maritime,yellow
170200110201,0.0150800812989473,0.8767593344359611,0.0,Maritime,yellow
170200110202,0.0178664550185203,0.8975094386248419,0.0,Maritime,yellow
170200110203,0.0035767962690442,0.9310972149062616,14.0,Maritime,yellow
170200110301,0.0104889580979943,0.9651333130211897,0.0,Maritime,yellow
170200110302,0.0425891019403934,0.63547930077876,0.0,Maritime,yellow
170200110303,0.0157267712056636,0.8406097758378015,0.0,Maritime,yellow
170200110304,0.0119361719116568,0.9391781040164476,0.0,Maritime,yellow
170200110305,0.0071787219494581,0.8752570717770156,0.0,Maritime,yellow
170200110306,0.0089974226430058,0.7816663720146394,0.0,Maritime,yellow
170200110307,0.0042452882044017,0.7741167496664334,0.0,Maritime,yellow
170200110308,0.0020383815281093,0.910917416327924,50.0,Ephemeral,blue
170200110401,0.0181227922439575,0.8916935450237176,0.0,Maritime,yellow
170200110402,0.0103941466659307,0.9241408108477356,0.0,Maritime,yellow
170200110403,0.0146650429815053,0.8034220928586155,0.0,Maritime,yellow
170200110404,0.0032175045926123,0.9661514941385608,33.0,Maritime,yellow
170200110405,0.0059775202535092,0.8735850025363371,0.0,Maritime,yellow
170200110406,0.0048143467865884,0.7670341627345678,25.0,Montane Forest,orange
170200110501,0.0020479874219745,0.6853815437282768,0.0,Montane Forest,orange
170200110502,0.0057825054973363,0.8165295749371718,0.0,Montane Forest,orange
170200110503,0.0005072379717603,0.8902731806798713,43.0,Montane Forest,orange
170200110601,0.0005355206667445,0.8376026716555557,25.0,Montane Forest,orange
170200110602,0.0009875789983198,0.9215537881106166,33.0,Montane Forest,orange
170200110603,0.0008075253572314,0.83285212198011,25.0,Montane Forest,orange
170200110604,9.765029972186312e-05,0.8854013733679681,83.0,Ephemeral,blue
170200110701,0.0012326799333095,0.7457514815418685,78.0,Ephemeral,blue
170200110702,0.0072989561595022,0.9231657449550792,11.0,Maritime,yellow
170200110703,0.0023812430445104,0.6887832355876475,40.0,Maritime,yellow
170200110704,0.0009998057503253,0.8906279358985199,20.0,Montane Forest,orange
170200110705,0.0009155523148365,0.782456335263234,50.0,Ephemeral,blue
170200110706,0.0004275844839867,0.8282195250420792,80.0,Ephemeral,blue
170200110707,0.0004295192484278,0.9159887202527528,60.0,Ephemeral,blue
170200110708,0.0001160569008789,0.8247773886174427,75.0,Ephemeral,blue
170300010101,0.0242265034466981,0.64957306756665,0.0,Maritime,yellow
170300010102,0.0145322503522038,0.804194539215124,0.0,Maritime,yellow
170300010103,0.0213657170534133,0.7964185032269335,14.0,Maritime,yellow
170300010104,0.0046846363693475,0.865817789982794,17.0,Maritime,yellow
170300010105,0.0025259645190089,0.8790097552345605,50.0,Maritime,yellow
170300010106,0.0023608268238604,0.7826154468673664,67.0,Ephemeral,blue
170300010201,0.0030723745003342,0.9369428638285257,0.0,Montane Forest,orange
170300010202,0.0061931409873068,0.8685798354202842,17.0,Maritime,yellow
170300010203,0.0016769517678767,0.9474485925115064,0.0,Maritime,yellow
170300010204,0.0006534529966302,0.8966018618686248,0.0,Montane Forest,orange
170300010205,0.0002738955954555,0.817814488024116,30.0,Montane Forest,orange
170300010301,0.032241977751255,0.62279477862904,22.0,Maritime,yellow
170300010302,0.0067453873343765,0.9060832950884244,0.0,Maritime,yellow
170300010303,0.0091558080166578,0.948734855550467,23.0,Maritime,yellow
170300010304,0.0136328544467687,0.6947256071601196,67.0,Ephemeral,blue
170300010305,0.0092565966770052,0.8457791599402567,0.0,Maritime,yellow
170300010306,0.0029990687035024,0.6655645862057075,55.0,Ephemeral,blue
170300010307,0.0003660373331513,0.6925471624841781,50.0,Ephemeral,blue
170300010401,0.0013922012876719,0.9253169125221984,0.0,Montane Forest,orange
170300010402,0.0012204482918605,0.9590228726768628,0.0,Montane Forest,orange
170300010403,0.0001824585488066,0.8858397897666607,40.0,Ephemeral,blue
170300010404,0.0001484228268964,0.8063259501776713,50.0,Ephemeral,blue
170300010405,0.0002583241439424,0.9023968416012068,50.0,Ephemeral,blue
170300010406,3.2046911655925214e-05,0.8469513038481544,73.0,Ephemeral,blue
170300010407,2.7166735890205015e-05,0.7009473689887646,100.0,Ephemeral,blue
170300010408,0.0001020516210701,0.8330334084275451,80.0,Ephemeral,blue
170300010409,2.357794437557459e-05,0.6882870971259881,90.0,Ephemeral,blue
170300010501,0.0006606082315556,0.9091214391196604,0.0,Montane Forest,orange
170300010502,0.0002534289960749,0.9445860749282964,50.0,Ephemeral,blue
170300010503,0.0047126761637628,0.9407473436800874,0.0,Montane Forest,orange
170300010504,0.001078184461221,0.8203821644156251,29.0,Montane Forest,orange
170300010505,0.0002193480468122,0.6182074399285321,67.0,Ephemeral,blue
170300010506,0.0002059061371255,0.440298020847873,71.0,Ephemeral,blue
170300010507,7.094081229297444e-05,0.8422916067026003,90.0,Ephemeral,blue
170300010508,0.0022496099118143,0.8953413179609313,0.0,Montane Forest,orange
170300010509,0.0039239153265953,0.7684979574140011,0.0,Montane Forest,orange
170300010510,0.0001390645920764,0.924689092915928,50.0,Ephemeral,blue
170300010511,2.87823386315722e-05,0.8784425451601905,86.0,Ephemeral,blue
170300010601,0.0005187856149859,0.8118660390739445,25.0,Montane Forest,orange
170300010602,0.0004734739777632,0.9171978865289502,25.0,Montane Forest,orange
170300010603,0.0002767857804428,0.764590418952564,33.0,Prairie,white
170300010604,2.4355542336707003e-05,0.8362232500562471,100.0,Ephemeral,blue
170300010605,4.809784149983898e-05,0.714315226639261,75.0,Ephemeral,blue
170300010701,8.333675941685215e-05,0.7709704272099536,8.0,Prairie,white
170300010702,2.1478457711054944e-05,0.5237756072969688,100.0,Ephemeral,blue
170300010703,4.944193278788589e-05,0.1790483762201113,100.0,Ephemeral,blue
170300010704,1.5023496416688433e-05,0.9056125222760816,80.0,Ephemeral,blue
170300010705,1.4060960893402807e-05,0.9213582943032737,100.0,Ephemeral,blue
170300010706,1.8217364413430918e-05,0.8693934327396794,91.0,Ephemeral,blue
170300010707,2.336849320272449e-05,0.60203968700667,100.0,Ephemeral,blue
170300010708,2.5826004275586456e-05,0.8149330736684179,100.0,Ephemeral,blue
170300010709,2.486949961166829e-05,0.661055204763894,100.0,Ephemeral,blue
170300020101,0.007041020784527,0.8468057237800592,0.0,Maritime,yellow
170300020102,0.0038602850399911,0.9251179666555536,0.0,Maritime,yellow
170300020103,0.0074688829481601,0.7570424877534886,0.0,Maritime,yellow
170300020104,0.0123806614428758,0.8632310015155007,0.0,Maritime,yellow
170300020105,0.0070810685865581,0.9315661330817144,11.0,Maritime,yellow
170300020106,0.0203471463173627,0.7220990292425131,0.0,Maritime,yellow
170300020107,0.0075594810768961,0.9202307219609748,0.0,Maritime,yellow
170300020108,0.0049250861629843,0.8017339396223274,0.0,Montane Forest,orange
170300020109,0.0015972391702234,0.7939143916628565,14.0,Montane Forest,orange
170300020201,0.0016707627801224,0.9164566689122928,33.0,Montane Forest,orange
170300020202,0.0007543966639786,0.902371421057966,18.0,Montane Forest,orange
170300020203,0.0025004136841744,0.7346815150171175,17.0,Montane Forest,orange
170300020204,0.0108495559543371,0.8520669110981669,0.0,Maritime,yellow
170300020205,0.0020870086736977,0.8198829937396899,0.0,Montane Forest,orange
170300020206,0.0016877996968105,0.94652420524487,9.0,Montane Forest,orange
170300020207,0.0003334050416015,0.7675675249902177,50.0,Ephemeral,blue
170300020208,0.0001207677923957,0.7255349969258086,50.0,Ephemeral,blue
170300020301,0.0061704074032604,0.7742978960244977,0.0,Maritime,yellow
170300020302,0.0051043182611465,0.8716879760347258,0.0,Maritime,yellow
170300020303,0.0043644406832754,0.956548058902469,0.0,Maritime,yellow
170300020304,0.0018015837995335,0.9644727376997504,0.0,Maritime,yellow
170300020305,0.002688028384,0.9014399056987256,57.0,Ephemeral,blue
170300020306,0.0018815853400155,0.784940769546782,20.0,Montane Forest,orange
170300020307,0.0015611284179612,0.9058729542891928,17.0,Montane Forest,orange
170300020308,0.0002436680078972,0.9454962809781264,22.0,Montane Forest,orange
170300020309,0.0011579183628782,0.9278213745280568,14.0,Montane Forest,orange
170300020310,5.305910235620104e-05,0.871587144973137,86.0,Ephemeral,blue
170300020311,7.768243813188747e-05,0.3362769860534441,83.0,Ephemeral,blue
170300020312,3.015994298039004e-05,0.6158434020001536,75.0,Ephemeral,blue
170300030101,0.0015637475298717,0.9020533120037698,0.0,Montane Forest,orange
170300030102,0.000590332376305,0.8979481757026748,40.0,Montane Forest,orange
170300030103,0.0009482661262154,0.9120472255901636,40.0,Montane Forest,orange
170300030104,8.925340080168098e-05,0.6658048990641945,100.0,Ephemeral,blue
170300030105,3.6689580156235024e-05,0.6334349470713039,100.0,Ephemeral,blue
170300030201,8.461538527626544e-06,0.8327737527717305,100.0,Ephemeral,blue
170300030202,9.50887715589488e-06,0.8820278110454738,100.0,Ephemeral,blue
170300030203,1.7245720300707035e-05,0.6398747721003761,100.0,Ephemeral,blue
170300030204,3.165686939610168e-05,0.7985773347268077,86.0,Ephemeral,blue
170300030205,1.91409963008482e-05,0.6478390203038487,100.0,Ephemeral,blue
170300030206,1.342672658211086e-05,0.8722175276587014,100.0,Ephemeral,blue
170300030301,0.0004533186147455,0.8658979618009027,50.0,Ephemeral,blue
170300030302,0.000148945080582,0.9148594698733368,88.0,Ephemeral,blue
